city,county,state,property_type,price,description
Van Nuys,Los Angeles County,CA,SINGLE_FAMILY,700000,Opportunity knocks!! This is the one your investors have been waiting for. This 3 bedroom 2 bath pool home has lots of potential. Spacious kitchen with adjoining dining area flows to living room with fireplace and sliding door to private backyard with no neighbors behind you. This is a fixer located on one of the very best streets in Lake Balboa. Hurry this won't last long.
Reseda,Los Angeles County,CA,SINGLE_FAMILY,687500,"This beautiful home is nestled in one of Reseda’s most sought-after Lake Balboa adjacent neighborhoods, and as soon as you lay your eyes on it you’ll immediately recognize the true Pride of Ownership. Ornate wrought iron fencing, lush landscaping, groomed shrubbery, stamped concrete driveway, and stone façade enhances its eye-catching curb appeal. The custom front door swings open to a flowing 1,490 Sq.Ft. Open concept floor plan that is in Move- In-Condition with high pitched wood beam ceilings, and gleaming hardwood floors. The spacious living room is bathed in natural light and has lighted ceiling fan, wall mirrors, and a majestic wall-to-wall stone fireplace. The family’s cook is going to truly appreciate the country kitchen’s abundant custom cabinets, tile countertops with full tile backsplash, built in appliances, breakfast bar, plus the convenience of the adjoining dining room with its direct access to the side patio. The Enclosed Patio room has a ceiling fan, brick fireplace with insert and raised health. All 3 bedrooms have lighted ceilings, Wood beam ceilings, plenty of closet space. The master suite also has built-in storage cabinets, 2 large mirrored closets, plus beautiful appointed bathroom with tiled enclosure and tub with a large built-in seat. Functional located laundry in garage. You’re going to enjoy the backyard’s tall privacy fencing and wrap around patio. No problem parking on the oversized stamped concrete driveway or in the attached garage behind automatic rolling security gate.  Energy efficient double-pane windows, 1 year old roof, Copper plumbing, 200 AMP Newer electrical panel."
Los Angeles,Los Angeles County,CA,CONDO,700000,"Charming and Elegant tri-level townhome in a seven unit building. Hardwood floors on ground level living space and designer style carpet on second floor. Escape the city on your very own private roof top deck, perfect for dining al fresco. Property is located 1/2 block to Beverly Hills and is walking distance to local coffee shops and restaurants.***OPEN HOUSE 2/19 1PM-4PM***"
Los Angeles,Los Angeles County,CA,CONDO,695000,"Great location for this condo building with 2 Beds, 2 baths, very very light & bright unit with a cozy fireplace in the Living room. The unit is very large and open floor plan w High Ceiling. Large balcony off of the LR & DR and Master Bedroom.  Lowest HOA in BW area. Walking distance to Pico Robertson shops, Restaurants & Houses of Worship. Unit need updating & TLC."
Los Angeles,Los Angeles County,CA,CONDO,700000,"1422 S Bentley Ave APT 101, Los Angeles, CA 90025 is a condo home that contains 1,508 sq ft and was built in 1984. It contains 2 bedrooms and 3 bathrooms. This home last sold for $700,000 in September 2021. 
 
The Zestimate for this house is $747,800. The Rent Zestimate for this home is $4,262/mo. "
North Hollywood,Los Angeles County,CA,CONDO,690000,"Stunning 2 bedroom turn-key Penthouse unit in an exquisite Toluca Lake - NoHo - Tujunga Village adjacent building. Exquisite contemporary featuring high ceilings, an open floor plan, bathed in natural light. The spacious living room boasts a warm and cozy fireplace and a large outdoor patio with expansive views of the mountains and city lights. Perfect to catch the beautiful sunrise while sipping your morning coffee. The large chef's kitchen includesstainless steel appliances, stone countertops, breakfast bar and plenty of cabinet space. True luxury awaits in the spacious master suite with large picture windows, access to the patio, walk-in closet, and a spa-like master bath with dual vanities and jacuzzi bathtub. In addition there is a beautiful guest suite with large walk-in closet, guest bathroom, and a bonus area featuring in-unit laundry, an extra closet and plenty of room to park your bicycles or kids toys. Two assigned parking spaces. One of the finest buildings in one of the best neighborhoods, this is a rare opportunity not to be missed."
Sylmar,Los Angeles County,CA,SINGLE_FAMILY,695000,"Probate Sale.. Single Family Residence featuring 2 bedrooms and 2 bathrooms with +/- 851 SF on a +/- 6,628 SF lot. ALL CASH SALE!."
Canoga Park,Los Angeles County,CA,SINGLE_FAMILY,685000,"This home is a wonderful opportunity with 3 beds, and 1.75 bath in West Hills. The home is almost 1,200 sq. ft. and sits on a large 8,406 sf lot; alley access in the back  makes it  ideal for a possible ADU. The great bones of this home provide the ability to make this home exactly the way you want it to be with its many original features of a midcentury modern home. Enter the formal living room with a fireplace and glass doors that leads directly to the spacious, covered back patio. Step into the kitchen, which also features door that leads to the back patio. Primary bedroom and two other bedroom's (one with sliding wall panels) provide ample space for a family. There is a 2 car attached garage with access from the back alley. Fantastic location with close proximity to shopping, restaurants, healthcare, and recreation. Property is sold in ""as is"" condition with no warranties or guaranties."
Encino,Los Angeles County,CA,CONDO,700000,"Introducing a sprawling single-story Condo in Encino's Horton Lane community. This spacious and bright home offers three patios, a wide open floor plan, and no steps! Beautiful landscaped community spaces and an inviting pool and hot tub complete your new vacation-like lifestyle. Two dedicated parking spaces are included in the gated interior parking garage. This is an inviting and spacious floor plan that must be seen to fully appreciate. Showings are available starting Thursday, July 15."
Playa Del Rey,Los Angeles County,CA,CONDO,690000,"This beautifully remodeled condo is located in the coveted Villas Del Rey condominium complex. This light and bright unit features 1 bedroom and 1.5 bathrooms in its sprawling 855 sqft open floor plan space. The tastefully redone kitchen boasts stone countertops with tile flooring, stainless steel appliances and dark wood cabinetry. Enjoy your mornings at the breakfast bar which opens to the dining area and living room. Flooded by natural light, the living room has floor to ceiling windows and large sliding glass doors beside its brick fireplace. The roomy patio has stunning views of lush tree tops and a nice view of the pool and rec room area. A brand new HVAC was installed in 2018 for those beautiful Los Angeles summer days. The expansive bedroom features a large walk in closet and its own en suite bathroom - not to mention its own sliding door to the patio. Plenty of storage can be found in the hallway linen storage and large vanity in the guest bathroom. Enjoy doing laundry from home in the stackable washer dryer located in the hallway. This community so many fantastic amenities which include, a large pool, 2 spas, 2 saunas, a clubhouse, a gym and large tennis courts. Plenty of guest parking can be found besides the gated and secured underground parking. This unit includes 2 tandem parking spaces and a storage closet as well. Tour it now before its gone!"
